ASSETNUM;DESCRIPTION;ASSETTAG;LOCATION;SLXJDETECNICO;INSTALLDATE;STATUS;SITEID
4598518;VALVULA BOMB CIRC MBV9073 U3 SISTEMA ENTRADA CAJA 1 U3  GE-4267;MBV9073;SI_CNV_U3_CIRC-ACOND_BOMB-ACIRC;122205;21/12/1998;OPERACION;0131_GE
4230212;RODETE FRANCIS MCH P3_EPM-GE-2543;;PIII_CNV_U1-PCH_TURB;633998;;OPERACION;0131_GE
4589108;COMPUERTA PPAL CAPTACION NQ EPM-GE-8005;PRINCIPAL;NQ_CND_AUXMEC;4269;7/05/1995;OPERACION;0131_GE
4593690;ALUMBRADO TOMAS P/COMPUERTA PL EPM-GE-7010;P/COMPUERTA;PL_CND_CAPT_CAMAR-COMP_AUXELEC;6836;;OPERACION;0131_GE
6600666;MEDIDOR DE TEMPERATURA;FASE R;GT_TRF_BCO1_TRAFOS;;;OPERACION;0131_GE
4229917;MOTOBOMBA 1 SELLO TURBINA U3P3_EPM-GE-2236;1;PIII_CNV_U3_TURB_AUX_CIR-ASELLO;468136;;OPERACION;0131_GE
4589015;EDIFICIO;CASA MAQUINAS;VU_CNV_OBRAS;155811;30/03/2005;OPERACION;0131_GE
4230943;TABLERO DE DISTRIBUCION;SAM2;G3_CNV_AUXELEC_C/M;644587;;OPERACION;0131_GE
4598463;MOTOBOMBA AGUA SELLO 9002 U3  452-P-9002 GE-4212;SELLO_452-P-9002;SI_CNV_U3_S-COND_CONDENS_VAC-90002;122130;21/12/1998;OPERACION;0131_GE
4598577;ATEMPERADOR SUPERCA HP HRSG1  GE-4326;;SI_CNV_U3_REC-HRSG1_HP_SUPC;122311;21/12/1998;OPERACION;0131_GE
4598686;VALVULA CONT PRES PCV1103 MARCA FISHER GE-4435;PCV1103 CONT PRES;SI_CNV_U3_REC-HRSG2_IP_BYPASS;124319;21/12/1998;OPERACION;0131_GE
4228673;MOTOBOMBA 2 REGULADOR U1 TR_EPM-GE-085;2;TR_CNV_U1_TURB_AUX_REGVEL;3598;;OPERACION;0131_GE
4599351;SECCIONADOR DIAMETRO 5 G151 SISTEMA SUBESTACION 220 KV MARCA ABB GE-5101;G151;SI_TRF_BAH230KV_D5-U1-U2;;;OPERACION;0131_GE
4598842;MOTOBOMBA AGUA DESECHO 1 MARCA SISTEMA RECOLECCIO AGUA DESECH GE-4592;1;SI_CNV_AUXMEC_VAP_NOX_ADESECHO;634390;28/04/2013;OPERACION;0131_GE
6600799;MEDIDOR DE TEMPERATURA;FASE S;GT_TRF_BCO3_TRAFOS;;;OPERACION;0131_GE
4592566;REGULADOR TENSION U1 R1 EPM-GE-20053;;RG1_CNV_U1_GEN_AUX_EXCIT;313133;12/03/2008;OPERACION;0131_GE
4228757;TUBERIA REFRIG COJINETE U1 TR_EPM-GE-168;REFRIGERACION COJINETE U1;TR_CNV_AUXMEC-C/M_REFRIG;3654;;OPERACION;0131_GE
4593647;VALVULA ALIVIO U1 PJ2 EPM-GE-8870;;PJ2_CNV_U1_TURB;4836;11/03/2002;OPERACION;0131_GE
4599337;REGISTRADOR FALLAS DIAMETR6 SISTEMA DIAMETRO6 S/E 220 KV  GE-5088;;SI_TRF_BAH230KV_D6-U3;124853;18/08/2000;OPERACION;0131_GE
4595062;DGA FASE R GT EPM-GE-6872;FASE R;GT_TRF_BCO3_TRAFOS;816335;;OPERACION;0131_GE
4598958;MOTOBOMBA 2 HUSILLO GSI  DOSIFICA AGUAS RESIDUA OWW-PMP-203 GE-4706;MB2-OWW-PMP-203;SI_CNV_AUXMEC_GAS_TTO_RESID;129718;27/08/2000;OPERACION;0131_GE
4598834;SOPLANTE 2 ULTRAFILTRACION SISTEMA ULTRAFILTRACION MULTIM  GE-4584;2_MULTIM  GE-4584;SI_CNV_AUXMEC_VAP_NOX_ULTRAF;634376;28/04/2013;OPERACION;0131_GE
4598515;VALVULA DESCARGA MBV9001 U3  GE-4264;MBV9001;SI_CNV_U3_CIRC-ACOND_BOMB-ACIRC;122202;21/12/1998;OPERACION;0131_GE
4233163;RODETE FRANCIS U2 G4_EPM-GE-1005;;G4_CNV_U2_TURB;3333;1/07/1985;OPERACION;0131_GE
4588989;COMPUERTA 1 DESARENADOR VU EPM-GE-9310;1 DESARENADOR;VU_ALM_BOCAT;200067;25/10/2005;OPERACION;0131_GE
4230595;SERVOMOTOR;;G3_CNV_U2_TURB;2295;;OPERACION;0131_GE
4599149;CONTADOR FRONTERA PPAL U1 LECTURA ACTIVA PRINCIPAL  GE-4900;PPAL;SI_CNV_U1_INSTRUMENTACION;764351;;OPERACION;0131_GE
4589002;COMPUERTA 2 DESFOGUE VU EPM-GE-9323;2 DESFOGUE;VU_CND_CAPT_AUXMEC;301724;24/09/2007;OPERACION;0131_GE
4230151;ESTACION INGENIERIA P3_EPM-GE-2477;;PIII_CNV_CENTRO-CTRL_SCADA;260174;1/07/2006;OPERACION;0131_GE
4230121;COMPUERTA AUX DESCARGA C/M P3_EPM-GE-2446;AUXILIAR;PIII_CNV_AUXMEC_C/M;789877;;OPERACION;0131_GE
4230281;BATERIAS S/E 500 P3_EPM-GE-2620;;PIII_TRF_S/E-500KV_AUXELEC-BT;468599;;OPERACION;0131_GE
4228605;ALUMBRADO TOMAS CAPTAC TR_EPM-GE-016;CAPTACION;TR_CND_CAPT_AUXMEC;3582;;OPERACION;0131_GE
4592681;RELE PROTECCION GENERADOR S2 EPM-GE-10233;GEN PP;S2_CNV_U1_CTRL_PROTEC;795631;3/04/2017;OPERACION;0131_GE
4230433;SECCIONADORES G3_EPM-GE-323;;G3_TRF_BAHIAS_S/E_SALTO_U5;264847;21/06/2007;OPERACION;0131_GE
4594993;UPS 2 ESENCIALES E/M GT EPM-GE-6803;2;GT_TRF_AUXELEC_UPS;6205;25/10/2000;OPERACION;0131_GE
4594021;TUBERIA AGUA FRIA CHILLER PL EPM-GE-7341;;PL_CNV_AUXMEC_C/M_AACON_BOMB-AHELAD;7034;;OPERACION;0131_GE
4229936;TERMOMETRO 2 CGT U3 P3_EPM-GE-2255;2;PIII_CNV_U3_CTRL_INST;468160;;OPERACION;0131_GE
4588966;COMUNICACIONES CONTOL GENER HE EPM-GE-9173;;HE_CNV_CENTRO-CTRL;155713;30/10/2004;OPERACION;0131_GE
2976774;COMPUERTA PLANA;PRINCIPAL;TS_CND_CAPT;2854;;OPERACION;0131_GE
2977128;MOTOBOMBA,DE TORNILLOS;2_CGS;TS_CNV_U3_GEN_AUX_CIRC-ACEI;2988;;OPERACION;0131_GE
2977238;CIRCUITO DE ALUMBRADO Y TOMACORRIENTES;TUNEL_RAMA_INCLINADA;TS_CNV_AUXELEC-C/M;777964;;OPERACION;0131_GE
2977306;BLOQUE SECO AMT;;TS_CNV_INST_PATRONES;124280;;OPERACION;0131_GE
2977309;TERMOHIGROMETRO;;TS_CNV_INST_PATRONES;250744;;OPERACION;0131_GE
4228606;PUENTE GRUA CAPTACION TR_EPM-GE-017;CAPTACION;TR_CND_CAPT_AUXMEC;3613;1/07/1964;OPERACION;0131_GE
4229275;COMPRESOR 1 REGULADORES GEN P2;1;PII_CNV_AUXMEC_C/M_ACOMP_REG;116386;;OPERACION;0131_GE
4229320;TABLERO DE DISTRIBUCION;;PII_CNV_AUXELEC_C/M_UPS_U1-2;116436;;OPERACION;0131_GE
4229411;MOTOBOMBA, ACEITE, CIRCULACION, 2,0 KW, 2.000,0 L/MIN, 480,0 V, 4,0 A;1 FASE S;PII_TRF_BCO_TRAFOS_U3;116497;;OPERACION;0131_GE
4229430;ZONA VERDE EXTERIOR S/E P2;;PII_TRF_OBRAS;116519;;OPERACION;0131_GE
4229450;SINCRONIZADOR UNIDAD CASET1 P2;;PII_TRF_AUXELEC-S/E;116542;9/04/2001;OPERACION;0131_GE
4229635;MOTOBOMBA 1 REFRIG ACRU U4 P3_EPM-GE-1946;1;PIII_CNV_U4_GEN_AUX_REFRI_BOMB_ACRU;300618;;OPERACION;0131_GE
4229667;SERVOMOTOR1 DISTRIBUIDOR U4 P3_EPM-GE-1979;;PIII_CNV_U4_TURB;446810;;OPERACION;0131_GE
4229816;TERMOMETRO 1 CCEMPUJE U2 P3_EPM-GE-2132;1;PIII_CNV_U2_CTRL_INST;477663;;OPERACION;0131_GE
4229824;TERMOMETRO H1 FASE T BCO1 P3_EPM-GE-2140;H1;PIII_CNV_U2_CTRL_INST;477671;;OPERACION;0131_GE
4230081;UMA 10 TRAFO FASE S BCO 1 P3_EPM-GE-2405;10;PIII_CNV_AUXMEC_C/M_AACON_VENT-CELD;300652;;OPERACION;0131_GE
4230113;MOTOBOMBA DRENAJE 1 C/M P3_EPM-GE-2438;1;PIII_CNV_AUXMEC_C/M_BOMBE_DREN-ACRU;300630;;OPERACION;0131_GE
4230114;MOTOBOMBA DRENAJE 2 C/M P3_EPM-GE-2439;2;PIII_CNV_AUXMEC_C/M_BOMBE_DREN-ACRU;300631;;OPERACION;0131_GE
4230305;TERMOMETRO Y1 FASE S BCO2 P3_EPM-GE-2647;Y1;PIII_TRF_INSTRUM;454533;;OPERACION;0131_GE
4230450;MEDIDOR DE ENERGIA;1 BCO3;G3_TRF_INSTRUM;116609;;OPERACION;0131_GE
4230704;INTERCAMBIADOR 1 CS U4 G3_EPM-GE-600;1 CS;G3_CNV_U4_GEN_AUX;2396;;OPERACION;0131_GE
4230787;TABLERO DE DISTRIBUCION;SAU5;G3_CNV_U5_CTRL;644196;;OPERACION;0131_GE
4230897;COMPRESOR 2 REG FRENOS U1-2;2 REG FRENOS U1-2;G3_CNV_AUXMEC_C/M_ACOMP_REG U1-2;329786;;OPERACION;0131_GE
4230975;ESTACION OPERACION EOP2 G3_EPM-GE-878;EOP2;G3_CNV_CENTRO-CTRL_SCADA;644929;;OPERACION;0131_GE
4233097;MOTOBOMBA 2 ALTA PRESION U1 G4_EPM-GE-938;2 ALTA PRESION;G4_CNV_U1_GEN_AUX_LUB-FORZ;3353;;OPERACION;0131_GE
4588847;MOTOBOMBA DC LUBRICACION U1 HE EPM-GE-9049;DC;HE_CNV_U1_GEN_AUX_ LUB-ACEI;199950;23/10/2005;OPERACION;0131_GE
4588854;ENFRIADOR ACEITE AC 1 U1 HE EPM-GE-9056;AC 1;HE_CNV_U1_GEN_AUX_ ENFRI-ACEI;199953;23/10/2005;OPERACION;0131_GE
4588877;MOTOBOMBA 2 REGULADOR U1 HE EPM-GE-9080;2;HE_CNV_U1_TURB_AUX_REGVEL;199969;24/10/2005;OPERACION;0131_GE
4588898;SERVOMOTOR VALVULA ADMIS U2 HE EPM-GE-9103;VALVULA ADMIS U2;HE_CNV_U2_TURB_AUX;199998;24/10/2005;OPERACION;0131_GE
4588918;CONTROL LUBRICACION TLG1 U2 HE EPM-GE-9124;TLG1;HE_CNV_U2_GEN_AUX_ LUB-ACEI;199986;24/10/2005;OPERACION;0131_GE
4589030;MOTOBOMBA 2 INFILTRACIO C/M VU EPM-GE-9351;2 INFILTRACION;VU_CNV_AUXMEC-C/M_REFRIG_BOMB-INFIL;200118;26/10/2005;OPERACION;0131_GE
4589102;CONTROL CAMPO 44 KV S/E U1 VU EPM-GE-9425;44 KV S/E;VU_TRF_BAH-S/E_BAH44KV_U1;667628;19/06/2014;OPERACION;0131_GE
4589193;EXTRACTOR UMA 2 C/M NQ EPM-GE-8090;2;NQ_CNV_AUXMEC_C/M_AACON;4338;3/04/2002;OPERACION;0131_GE
4592534;COMPUERTA AQUIETAMIE R1 EPM-GE-20021;AQUIETAMIENTO;RG1_ALM_BOCAT_AUXMEC;4253;18/09/2000;OPERACION;0131_GE
4592692;CONTROL SA N00 +N01C/M S2 EPM-GE-10244;SA N00 +N01;S2_CNV_AUXELEC-C/M;381184;28/12/2013;OPERACION;0131_GE
4592696;PLANTA DIESEL 75KVA S2 EPM-GE-10248;75 KVA;S2_CNV_AUXELEC-C/M;480554;8/08/2011;OPERACION;0131_GE
4592801;MOTOBOMBA LUBRICACION CT S1 EPM-GE-10077;;S1_CNV_U2_TURB_LUB-FORZ;667255;29/05/2014;OPERACION;0131_GE
4592834;EDIFICIO;CASA MAQUINAS;S1_CNV_OBRAS;285201;25/06/2007;OPERACION;0131_GE
4592891;VALVULA ADMISION 2 U1 RF EPM-GE-9831;2;RF_CNV_U1_TURB_AUX;285050;25/06/2007;OPERACION;0131_GE
4592909;CABLE AISLADO POTENCIA U3 RF EPM-GE-9849;;RF_CNV_U3_GEN_AUX;285079;25/06/2007;OPERACION;0131_GE
4592945;CIMENTACION A2 JP EPM-GE-10303;A2;JP_CNV_OBRAS_FUNDACION;227073;8/01/2013;OPERACION;0131_GE
4593091;EJE ALTA VELOCIDAD A5 JP EPM-GE-10458;;JP_CNV_AEROG5_GOND;226620;27/04/2004;OPERACION;0131_GE
4593123;TABLERO FUERZA A6 JP EPM-GE-10492;FUERZA;JP_CNV_AEROG6_GOND;226636;27/04/2004;OPERACION;0131_GE
4593191;ESTACION HIDRAULICA A8 JP EPM-GE-10564;;JP_CNV_AEROG8_GOND;226728;27/04/2004;OPERACION;0131_GE
4593261;MOTOBOMBA REFR ACEITE 1 A10 JP EPM-GE-10639;1;JP_CNV_AEROG10_GOND_REFRI_ACEI;226851;8/01/2013;OPERACION;0131_GE
4593347;EJE ALTA VELOCIDAD A13 JP EPM-GE-10729;;JP_CNV_AEROG13_GOND;226628;27/04/2004;OPERACION;0131_GE
4593444;BATERIAS SERV AUX JP EPM-GE-10832;;JP_CNV_AUXELEC;184316;30/07/2004;OPERACION;0131_GE
4593500;COMPUERTA DRENAJE NECHI PJ EPM-GE-8714;;PJ1_ALM_AUXMEC;3573;7/04/1984;OPERACION;0131_GE
4593765;TANQUE ACUMULADOR REG HI U1 PL EPM-GE-7085;;PL_CNV_U1_TURB_AUX_REGVEL;632721;;OPERACION;0131_GE
4593924;CONTROL HIDRAULICO V/A U3 PL EPM-GE-7244;;PL_CNV_U3_TURB;380893;;OPERACION;0131_GE
4593986;CONTROL1 SA COM=NE +W01 C/M PL EPM-GE-7306;COM =NE +W01;PL_CNV_AUXELEC-C/M;632743;;FUERA DE OP;0131_GE
4594052;RECINTO GENERADOR U2 PL EPM-GE-7372;U2;PL_CNV_OBRAS;6968;;OPERACION;0131_GE
4594090;CONTROL AIRE ACONDICION E/M PL EPM-GE-7410;;PL_TRF_AUXMEC_AACON;7023;;OPERACION;0131_GE
4594193;ESTACION HIDRAULICO TORRE 1 GT EPM-GE-6046;TORRE 1;GT_CND_CAPT_AUXMEC;5832;14/01/2001;OPERACION;0131_GE
4594210;TANQUE HIDRONEUMATICO CLARA GT EPM-GE-6063;;GT_CNV_LA-CLARA_BOMBEO;6158;4/04/2002;OPERACION;0131_GE
4594329;CONTROL +TTU.1 TURBINA U2 GT EPM-GE-6182;#¿NOMBRE?;GT_CNV_U2_CTRL;6127;10/03/2002;OPERACION;0131_GE
4594377;INYECTOR 2 TURBINA U3 GT EPM-GE-6230;2;GT_CNV_U3_TURB_INYEC;6014;4/03/2002;OPERACION;0131_GE
4594498;INYECTOR 3 TURBINA U5 GT EPM-GE-6351;3;GT_CNV_U5_TURB_INYEC;6023;4/03/2002;OPERACION;0131_GE
4594668;BARRAJE SALIDA ESTATOR U8 GT EPM-GE-6521;;GT_CNV_U8_GEN_AUX;5731;10/01/2002;OPERACION;0131_GE
4594684;SERVOMOTOR DEFLECTOR U8 GT EPM-GE-6537;DEFLECTOR U8 GT;GT_CNV_U8_TURB;5743;23/01/2002;OPERACION;0131_GE
4594928;RECINTO GENERADOR U2 GT EPM-GE-6741;U2;GT_CNV_OBRAS;6048;4/03/2002;OPERACION;0131_GE
4594950;TUNEL DESCARGA ETAPA 1 C/M GT EPM-GE-6762;ETAPA 1;GT_CNV_OBRAS;6679;16/11/1977;OPERACION;0131_GE
4594951;TUNEL DESCARGA ETAPA 2 C/M GT EPM-GE-6763;ETAPA 2;GT_CNV_OBRAS;6680;7/11/1981;OPERACION;0131_GE
4594967;RODETE PELTON REPUESTO GT EPM-GE-6778;;GT_ROTABLES;53384;22/12/2002;OPERACION;0131_GE
4595134;TERMOMETRO X1 FASE S BCO 4 GT EPM-GE-6944;X1 FASE S BCO 4;GT_TRF_BCO4_TRAFOS;381861;27/01/2010;OPERACION;0131_GE
4595139;TERMOMETRO H1 FASE R;;G3_TRF_INSTRUM;518652;15/05/2012;OPERACION;0131_GE
4598650;VALVULA DREN CABEZ ABV2008HPSI MARCA MORIN GE-4399;ABV2008HPSI DREN CABEZ;SI_CNV_U3_REC-HRSG2_HP_DREN;122457;21/12/1998;OPERACION;0131_GE
4598653;ATEMPERADOR SUPERCA HP HRSG2SI SISTEMA VAPOR HP HRSG2  GE-4402;;SI_CNV_U3_REC-HRSG2_HP_SUPC;122469;21/12/1998;OPERACION;0131_GE
4598863;ESTACION OPERACION U3 MARKV SISTEMA CENTRO CONTROL CENTRAL  GE-4613;MARK V;SI_CNV_CTRL_SCADA;355758;27/08/2000;OPERACION;0131_GE
4598866;INTERRUPTOR ACOMETIDA BARRA2SISISTEMA CELDAS 4.16 CELDA 22 GE-4621;CELDA22_BARRA2;SI_CNV_AUXELEC_GAS_CELDAS-4.16KV;129807;27/08/2000;OPERACION;0131_GE
4598874;INTERRUPTOR SALIDA S/ETRAF1 SISISTEMA CELDAS 4.16 CELDA 11 GE-4629;CELDA11_SALIDA S/ETRAF1;SI_CNV_AUXELEC_GAS_CELDAS-4.16KV;129818;27/08/2000;OPERACION;0131_GE
4598966;TANQUE 1 AGUA SERVICIO GSISISTEMA POTABLE E INCENDIO GE-4714;1 AGUA SERVICIO;SI_CNV_AUXMEC_GAS_TTO_SERV;129742;27/08/2000;OPERACION;0131_GE
4598973;MOTOBOMBA 2 POLICLOR ALUMIN  DOSIFICA AGUAS POTABLE OCF -PMP-182 GE-4721;MB2-OCF -PMP-182;SI_CNV_AUXMEC_GAS_TTO_AG-TTO;129747;27/08/2000;OPERACION;0131_GE
4598975;TANQUE HIPOCLORITO SODI U1-2SISISTEMA PLANTA AGUA POTABLE GE-4723;HIPOCLORITO SOCIC;SI_CNV_AUXMEC_GAS_TTO_AG-TTO;129752;27/08/2000;OPERACION;0131_GE
4598990;MOTOBOMBA 1 ALIMENTAC FILTR SISTEMA AGUA POTABLE OPW-PMP-100 GE-4737;1:00 a. m.;SI_CNV_AUXMEC_GAS_AG-TTO_FILTR;129762;27/08/2000;OPERACION;0131_GE
4599028;COJINETE 1 LADO ACOPLE T1 GSI MARCA GENERAL ELECTRIC TIPO GE-4774;1_LADO-ACOPLE;SI_CNV_U1_TURB-GAS;130583;21/08/2000;OPERACION;0131_GE
4599034;VENTILADOR ENFRIAMIE BT2 U1SI SISTEMA COMPARTIMIENTO TURB U1  GE-4780;BT2 ENFRIAMIE;SI_CNV_U1_TURB-GAS_COMP-TURBINA;130614;21/08/2000;OPERACION;0131_GE
4599053;VALVULA REGUL PRES VPR90-1U1SISISTEMA DIFERENCIAL ACEITESELL GE-4799;VPR90-1;SI_CNV_U1_GEN_ENFRI_ACEITE-SELLO;130491;21/08/2000;OPERACION;0131_GE
4599095;RELE PROTECCION RESP GEN U1 SIMARCA GENERAL ELECTRIC DFP GE-4845;GEN PP2;SI_CNV_U1_CENTRO-CTRL_PROTECC-PEECC;519428;30/05/2012;OPERACION;0131_GE
4599281;CARGADOR BATERIAS 1 PEEC U2 VOLTAJE 125VDC  GE-5033;1-PEECC;SI_CNV_U2_CENTRO-CTRL;381014;11/01/2010;OPERACION;0131_GE
4599413;ESTRUCTURA CAPTACION U3 SI GE-5167;;SI_CNV_OBRAS;124817;20/12/1998;OPERACION;0131_GE
4599416;PUERTO RIO MAGDALENA SI GE-5170;;SI_CNV_OBRAS;129659;8/07/1998;OPERACION;0131_GE
5371811;CASETA PORTERIA ZA Y ZB G4;PORTERIA ZA Y ZB G4;G4_SOSTO-APOYO_OBRAS_C-CEDROS;124890;;PLANEADO;0131_GE
5371825;EDIFICIO;TURCO SAUNA ZA;G4_SOSTO-APOYO_OBRAS_C-CEDROS;124893;;PLANEADO;0131_GE
5428321;CASA;MIRAFLORES;TR_SOSTO-APOYO_OBRAS;3245;;PLANEADO;0131_GE
5430371;EDIFICIO;CENTRO MEDICO;GT_SOSTO-APOYO_OBRAS_C-LA-ARANA;6694;;PLANEADO;0131_GE
2977005;NEUTRO TIERRA GENERADOR;;TS_CNV_U2_GEN_AUX;2818;;OPERACION;0131_GE
2976995;COJINETE COMBINADO EMPUJE GUIA, SUPERIOR;;TS_CNV_U2_GEN;2841;1/07/1993;OPERACION;0131_GE
2976928;FRENO;;TS_CNV_U1_GEN_AUX_FRENOS;3162;1/07/1993;OPERACION;0131_GE
2977340;RODETE PELTON, IMPSA;;TS_ROTABLES;403381;18/08/2010;OPERACION;0131_GE
2977278;VENTILADOR CENTRIFUGO;S1_VENTANA2;TS_CNV_AUXMEC-C/M_AACON;3115;1/07/1993;OPERACION;0131_GE
2977274;UNIDAD MANEJADORA DE AIRE;UMA2_TRF;TS_CNV_AUXMEC-C/M_AACON;3098;1/07/1993;OPERACION;0131_GE
2977139;INTERCAMBIADOR DE CALOR DE CORAZA Y TUBOS;CALOR DE CORAZA Y TUBOS;TS_CNV_U3_TURB_AUX_CIRC-ACEI;2919;;OPERACION;0131_GE
2976983;MEDIDOR DE ENERGIA;1;TS_CNV_U1_CTRL_INST;124661;;OPERACION;0131_GE
2977284;CHILLER TIPO CENTRIFUGO;CH1;TS_CNV_AUXMEC-C/M_AACON;675469;1/07/2016;OPERACION;0131_GE
2977281;EXTRACTOR CENTRIFUGO;E6_CAVERNA_DESCARGA;TS_CNV_AUXMEC-C/M_AACON_VENT;3158;;OPERACION;0131_GE
4229436;COMPRESOR 1 DIESEL 2 S/E P2;1;PII_TRF_AUXELEC-S/E_ ESC_DIESEL_AC2;116560;;OPERACION;0131_GE
4229263;UMA 2 TRANSFORMADOR FASE  S P2;2;PII_CNV_AUXMEC_C/M_AACON_AREFRIG;116371;;OPERACION;0131_GE
4229089;TRANSFORMADOR EXCITACION U2 P2;;PII_CNV_U2_GEN_AUX_EXCIT;116164;9/04/2001;OPERACION;0131_GE
4229639;INTERCAMBIADOR 1REFR ACRU U4P3_EPM-GE-1950;1;PIII_CNV_U4_GEN_AUX_REFRI_BOMB_ACRU;300622;;OPERACION;0131_GE
4233133;COJINETE SUPERIOR U2 G4_EPM-GE-975;;G4_CNV_U2_GEN;3302;;OPERACION;0131_GE
4229333;CARGADOR BATERIAS 1 C/M P2;1;PII_CNV_AUXELEC_C/M;116449;9/04/2001;OPERACION;0131_GE
4230640;BARRAJE;;G3_CNV_U3_GEN_AUX;2289;4/12/2001;OPERACION;0131_GE
4230626;ESTATOR GENERADOR;;G3_CNV_U3_GEN;2366;;OPERACION;0131_GE
4228973;CARGADOR BATERIAS PRESA C1 P2;;PII_ALM_EMB_AUXELEC;116049;9/04/2001;OPERACION;0131_GE
4233274;BATERIAS 2 SERV AUX C/M G4_EPM-GE-1124;2;G4_CNV_AUXELEC_C/M;261002;31/08/2006;OPERACION;0131_GE
4228788;UPS ESENCIALES 1 C/M TR_EPM-GE-199;1;TR_CNV_AUXELEC-C/M;305259;1/07/2007;OPERACION;0131_GE
4233121;REGULADOR ELECTRONICO U1 G4_EPM-GE-962;;G4_CNV_U1_TURB_AUX_REGVEL;264783;31/07/2005;OPERACION;0131_GE
4229323;UPS C/M  U2 P2;;PII_CNV_AUXELEC_C/M_UPS_U1-2;381599;22/01/2010;OPERACION;0131_GE
4228642;COJINETE INFERIOR U1 TR_EPM-GE-053;INFERIOR;TR_CNV_U1_GEN;3558;;OPERACION;0131_GE
4233267;CONTRAINCENDIO MANGUERA C/M G4_EPM-GE-1111;;G4_CNV_AUXMEC_C/M_C/INC;338969;;OPERACION;0131_GE
4229213;MOTOBOMBA 1 AGUA SELLO U3 P2;1;PII_CNV_U3_TURB_AUX_CIR_ASELLO;116314;;OPERACION;0131_GE
4230945;BANCO DE BATERIAS;BATERIAS 2;G3_CNV_AUXELEC_C/M;645006;8/07/2013;OPERACION;0131_GE
4228807;RECINTO GENERADOR U2 TR_EPM-GE-221;;TR_CNV_OBRAS;3615;;OPERACION;0131_GE
4228705;NEUTRO TIERRA U2 TR_EPM-GE-117;;TR_CNV_U2_GEN_AUX;3543;;OPERACION;0131_GE
4228708;REGULADOR TENSION RTX400U2 TR_EPM-GE-120;;TR_CNV_U2_GEN_AUX_EXCIT;300769;5/09/2007;OPERACION;0131_GE
4228694;COJINETE INFERIOR U2 TR_EPM-GE-106;INFERIOR;TR_CNV_U2_GEN;3559;;OPERACION;0131_GE
4230527;INTERRUPTOR;TIC1;G3_CNV_U1_GEN_AUX_EXCIT;2738;13/03/2002;OPERACION;0131_GE
4230526;COJINETE RADIAL GUIA;COJINETE INFERIOR;G3_CNV_U1_GEN_AUX;2315;1/07/1962;OPERACION;0131_GE
4228674;MOTOBOMBA 1 RECUP ACEITE U1 TR_EPM-GE-086;1 REPUPERACION ACEITE;TR_CNV_U1_TURB_AUX_REGVEL;3603;;OPERACION;0131_GE
4233202;CALEFACCION GENERADOR U3 G4_EPM-GE-1045;;G4_CNV_U3_GEN_AUX;3495;;OPERACION;0131_GE
4233203;INTERRUPTOR POTENCIA U3 G4_EPM-GE-1046;;G4_CNV_U3_GEN_AUX;3507;1/07/1985;OPERACION;0131_GE
4233309;RECINTO GENERADOR U3 G4_EPM-GE-1160;;G4_CNV_OBRAS;3381;;OPERACION;0131_GE
4230606;MOTOBOMBA 2 REGULADOR U2;2;G3_CNV_U2_TURB_AUX_REGVEL;2420;25/02/2002;OPERACION;0131_GE
4228681;TRANSMISOR TEMPERATURA CGIU1TR_EPM-GE-093;CGI;TR_CNV_U1_CTRL_INST;301693;;OPERACION;0131_GE
4230005;CONTROL EQUIPO HIDRA TUH U1 P3_EPM-GE-2327;;PIII_CNV_U1_TURB_AUX_REGVEL;492707;;OPERACION;0131_GE
4233237;MOTOBOMBA 1 DRENAJE C/M G4_EPM-GE-1081;1 DRENAJE;G4_CNV_AUXMEC_C/M_BOMBEO_INFIL;3368;;OPERACION;0131_GE
4229170;CALEFACCION GENERADOR U3 P2;;PII_CNV_U3_GEN;116270;;OPERACION;0131_GE
4229217;MOTOBOMBA 2 HYDROFLOW U3 P2;2 HIDROFLOW;PII_CNV_U3_TURB_AUX;116710;;OPERACION;0131_GE
4229179;MOTOBOMBA 2 ACEITE CGS U3 P2;2;PII_CNV_U3_GEN_AUX_CIRC-ACEI_CGS;116277;;OPERACION;0131_GE
4233238;MOTOBOMBA 2 DRENAJE C/M G4_EPM-GE-1082;2 DRENAJE;G4_CNV_AUXMEC_C/M_BOMBEO_INFIL;3369;;OPERACION;0131_GE
4233331;INTERRUPTOR, 001 220 S/E G4;;G4_TRF_BAHIAS_S/E_220KV_U3;5250;;OPERACION;0131_GE
4230510;CALEFACCION GENERADOR U1 G3_EPM-GE-400;;G3_CNV_U1_GEN;2715;;OPERACION;0131_GE
4230681;MEDIDOR DE ENERGIA;;G3_CNV_U3_CTRL_INST;263930;;OPERACION;0131_GE
4230677;TRANSMISOR;;G3_CNV_U3_CTRL_INST;257992;;OPERACION;0131_GE
4230676;TRANSMISOR;CI;G3_CNV_U3_CTRL_INST;257991;;OPERACION;0131_GE
4230494;RASTRILLO;RASTRILLO;G3_CND_CAPT;495591;1/07/1962;OPERACION;0131_GE
4594896;CARGADOR BATERIAS 2 C/M GT EPM-GE-6707;2;GT_CNV_AUXELEC-C/M;5747;16/01/2001;OPERACION;0131_GE
4598891;TRANSFORMADOR SEV AUX  U2 POTENCIA 2MVA 4160/480V MARCA ABB GE-4640;SAUX U2;SI_CNV_AUXELEC_GAS;129857;18/08/2000;OPERACION;0131_GE
