ASSETNUM;DESCRIPTION;ASSETTAG;LOCATION;SLXJDETECNICO;INSTALLDATE;STATUS;SITEID
4599094;CENTRO CONTROL MCC2A-AC U1 MARCA SISTEMA PEECC GE-4844;MCC2A-AC;SI_CNV_U1_CENTRO-CTRL;130592;18/08/2000;OPERACION;0131_GE
4595020;MOTOBOMBA 1 FASE T BCO 1 GT EPM-GE-6830;1 FASE T;GT_TRF_BCO1_TRAFOS;821273;4/03/2002;OPERACION;0131_GE
4595013;MOTOBOMBA 1 FASE S BCO 1 GT EPM-GE-6823;1 FASE S;GT_TRF_BCO1_TRAFOS;821267;4/03/2002;OPERACION;0131_GE
4598713;CENTRO CONTROL CCM5 HRSG2 MARCA SISTEMA RECUPERADOR CALOR 2 GE-4462;CCM5;SI_CNV_U3_REC-HRSG2;124541;21/12/1998;OPERACION;0131_GE
4594206;MOTOBOMBA 3 REFRIG CLARA GT EPM-GE-6059;3;GT_CNV_LA-CLARA_BOMBEO;5978;21/03/2002;OPERACION;0131_GE
4594693;MOTOBOMBA 2 REGULADOR U8 GT EPM-GE-6546;2;GT_CNV_U8_TURB_AUX_REGVEL;5939;24/02/2002;OPERACION;0131_GE
4594272;COMPUTADOR +CU.1 U1 GT EPM-GE-6125;#¿NOMBRE?;GT_CNV_U1_CTRL;5796;29/01/2002;OPERACION;0131_GE
4593256;ESTACION HIDRAULICA A10 JP EPM-GE-10633;;JP_CNV_AEROG10_GOND;226730;27/04/2004;OPERACION;0131_GE
4593248;CAJA MULTIPLICADORA A10 JP EPM-GE-10625;;JP_CNV_AEROG10_GOND;226565;27/04/2004;OPERACION;0131_GE
4599155;MOTOBOMBA ACEITE SELL AC/DC U2 CS-88QS-1, 88ES-2-U1 GE-4906;CS-88QS-1;SI_CNV_U2_ACEI-LUB_SIST-SELLOS;129910;22/08/2000;OPERACION;0131_GE
4593275;TORRE MASTIL A10 JP EPM-GE-10653;;JP_CNV_AEROG10;214045;9/11/2003;OPERACION;0131_GE
4593346;GRUA GIRATORIA A13 JP EPM-GE-10728;;JP_CNV_AEROG13_GOND;226613;8/01/2013;OPERACION;0131_GE
4598561;TRANSDUCTOR METAL CJE U3 TEMPERATURA COJINETE EMPUJE  GE-4310;;SI_CNV_U3_INSTRUMENTACION;800948;5/09/2017;OPERACION;0131_GE
4594827;MOTOBOMBA ACAA2 C/M GT EPM-GE-6656;ACAA2;GT_CNV_AUXMEC_C/M_AACON_ACOND;5999;21/03/2002;OPERACION;0131_GE
4593314;GRUA GIRATORIA A12 JP EPM-GE-10695;;JP_CNV_AEROG12_GOND;226612;8/01/2013;OPERACION;0131_GE
4593339;TORRE MASTIL A12 JP EPM-GE-10721;;JP_CNV_AEROG12;214047;9/11/2003;OPERACION;0131_GE
4588853;REGULADOR TENSION TRT1 U1 HE EPM-GE-9055;TRT1;HE_CNV_U1_GEN_AUX_EXCIT;199947;30/10/2004;OPERACION;0131_GE
4588840;ESTATOR GENERADOR U1 HE EPM-GE-9042;;HE_CNV_U1_GEN;155781;30/10/2004;OPERACION;0131_GE
4598527;MOTOBOMBA 1 AGUA ENFRIAMIE U3 464-P-9001 GE-4276;464-P-9001;SI_CNV_U3_CIRC-ACOND_ENFR;122226;4/12/1998;OPERACION;0131_GE
4230872;MOTOBOMBA 7 REFRIGERACION ACRU;7 RESERVA;G3_CNV_AUXMEC_C/M_REFRIG_BOMBE_ACRU;391853;1/07/2011;OPERACION;0131_GE
4593376;CAJA MULTIPLICADORA A14 JP EPM-GE-10761;;JP_CNV_AEROG14_GOND;226569;27/04/2004;OPERACION;0131_GE
4229074;TERMOMETRO 1 METAL CT U1 P2;CT;PII_CNV_U1_CTRL_INST;116954;;OPERACION;0131_GE
4598556;MOTOBOMBA  A/HIDRAU P0003 U3 GENERAL 433-P-0003 GE-4305;433-P-0003;SI_CNV_U3_EST-HIDRAU;122274;21/12/1998;OPERACION;0131_GE
4229318;UPS 1 ESENCIALES C/M U1-2 P2;1;PII_CNV_AUXELEC_C/M_UPS_U1-2;116434;;OPERACION;0131_GE
4594630;ESTACION HIDRAULICA U7 GT EPM-GE-6483;;GT_CNV_U7_TURB_AUX_REGVEL;6087;29/03/1990;OPERACION;0131_GE
4593967;CONTROLADOR UN =K03+W00 U3 PL EPM-GE-7287;#¿NOMBRE?;PL_CNV_U3_CTRL;;;FUERA DE OP;0131_GE
4589041;COJINETE LADO EXCITACION U1 VU EPM-GE-9363;;VU_CNV_U1_GEN;199920;17/12/2001;OPERACION;0131_GE
4229260;CHILLER 1 C/M P2;1;PII_CNV_AUXMEC_C/M_AACON_AREFRIG;116368;9/04/2001;OPERACION;0131_GE
4229477;TERMOMETRO 1 BANCO 1 FASE S P2;1;PII_TRF_INSTRUM;116931;;OPERACION;0131_GE
4594268;MOTOBOMBA 1 REGULADOR U1 GT EPM-GE-6121;1;GT_CNV_U1_TURB_AUX_REGVEL;5905;9/03/2001;OPERACION;0131_GE
2977037;INYECTOR TURBINA;1;TS_CNV_U2_TURB_INYEC;3007;;OPERACION;0131_GE
4228771;CELDA +L03A CAPACITOR U1 TR;#¿NOMBRE?;TR_CNV_AUXELEC-C/M_CELDAS;300799;;OPERACION;0131_GE
4589074;NEUTRO TIERRA U1 VU EPM-GE-9397;;VU_CNV_U1_GEN_AUX;226409;17/12/2001;OPERACION;0131_GE
4589058;CALEFACCION GENERADOR U1 VU EPM-GE-9381;;VU_CNV_U1_GEN_AUX;200075;25/10/2005;OPERACION;0131_GE
4598798;MOTOBOMBA 1 POZO DESECHOS 526-P-9003 GE-4547;1;SI_CNV_AUXMEC_VAP_TRAT-RESID;124814;21/12/1998;OPERACION;0131_GE
4598483;BOMBA AGUA CONDENS P9001 U3 MARCA IGERSOLL GE-4232;P9001;SI_CNV_U3_S-COND_BOMB-ACOND;122163;21/12/1998;OPERACION;0131_GE
4594546;CALEFACCION GENERADOR U6 GT EPM-GE-6399;;GT_CNV_U6_GEN_AUX;6350;12/03/2002;OPERACION;0131_GE
4594702;TRANSDUCTOR METAL 1 U8 CES GT EPM-GE-6555;1 CES;GT_CNV_U8_GEN;116679;29/05/2001;OPERACION;0131_GE
4229011;MOTOBOMBA, ACEITE, CIRCULACION, 7,5 KW, 14,34 M3/H, 460,0 V, 80,0 A;1;PII_CNV_U1_GEN_AUX_CIRC-ACEI_CGS;116094;;OPERACION;0131_GE
4233126;;;G4_CNV_U1_CTRL_INST;250497;;OPERACION;0131_GE
4229675;ESTACION HIDRAULICA DESCA U4P3_EPM-GE-1988;;PIII_CNV_U4_TURB_AUX_DESCARGA;453646;;OPERACION;0131_GE
4594899;DISTRIBUCION GENERAL DG1 C/MGT EPM-GE-6710;DG1;GT_CNV_AUXELEC-C/M;5817;29/01/2002;OPERACION;0131_GE
4593378;GRUA GIRATORIA A14 JP EPM-GE-10763;;JP_CNV_AEROG14_GOND;226614;8/01/2013;OPERACION;0131_GE
4593403;TORRE MASTIL A14 JP EPM-GE-10789;;JP_CNV_AEROG14;214049;9/11/2003;OPERACION;0131_GE
4595113;INTERRUPTOR, 001;;GT_TRF_BAH-S/E_BAH220KV_BCO2;6542;26/10/2000;OPERACION;0131_GE
4593991;UPS 1 ESENCIALES CONTR UNID PL EPM-GE-7311;1 ESENCIALES;PL_CNV_AUXELEC-C/M_UPS;632746;;OPERACION;0131_GE
4228971;CONTROL MANDO LOCAL CASETA1 P2;;PII_ALM_EMB_AUXELEC;116047;;OPERACION;0131_GE
4594709;TRANSDUCTOR 1 U8 FASE S GT EPM-GE-6562;1 FASE S;GT_CNV_U8_CTRL_INST;124237;29/05/2001;OPERACION;0131_GE
4592992;ROTOR AEROGENERADOR 2 JP EPM-GE-10352;;JP_CNV_AEROG2_GOND;226527;8/01/2013;OPERACION;0131_GE
4593081;CAJA MULTIPLICADORA A4 JP EPM-GE-10447;;JP_CNV_AEROG4_GOND;346348;4/03/2009;OPERACION;0131_GE
4593781;TERMOMETRO;1 CES;PL_CNV_U1_GEN;633929;;FUERA DE OP;0131_GE
4593783;TERMOMETRO;1 CGI;PL_CNV_U1_GEN;633932;;FUERA DE OP;0131_GE
4593145;MODULO TRANSFORMACION A6 JP EPM-GE-10515;;JP_CNV_AEROG6;214026;30/07/2004;OPERACION;0131_GE
4593237;FRENO GONDOLA A9 JP EPM-GE-10613;;JP_CNV_AEROG9_GOND_MEC-ORIEN;227001;27/04/2004;OPERACION;0131_GE
4593184;RODAMIENTO PRINCIPAL A8 JP EPM-GE-10557;;JP_CNV_AEROG8_GOND;226593;27/04/2004;OPERACION;0131_GE
4592587;VALVULA ALIVIO U1 R1 EPM-GE-20074;;RG1_CNV_U1_TURB_AUX;4188;11/03/2002;OPERACION;0131_GE
4229116;INTERCAMBIADOR 1 A/CRUDA U2 P2;1;PII_CNV_U2_GEN_AUX_REFRIG_BOMB_ACRU;116242;;OPERACION;0131_GE
4233248;MOTOBOMBA 4 REFRIG RESERVA G4_EPM-GE-1092;4;G4_CNV_AUXMEC_C/M_REFRIG_BOMBE_ACRU;391861;1/07/2011;OPERACION;0131_GE
4230083;UMA 12 TRAFO FASE R BCO 2 P3_EPM-GE-2407;12;PIII_CNV_AUXMEC_C/M_AACON_VENT-CELD;300654;;OPERACION;0131_GE
4593628;NEUTRO TIERRA U1 PJ2 EPM-GE-8851;;PJ2_CNV_U1_GEN_AUX;4792;25/10/2001;OPERACION;0131_GE
4598925;TANQUE 2  AIRE COMPRIMIDO GSI SISTEMA COMPRESOR 2 CONTENIDO AIRE GE-4673;2-ACOMPRIMIDO;SI_CNV_AUXMEC_VAP_ACOMP-SGRAL;129884;27/08/2000;OPERACION;0131_GE
4229249;EXTRACTOR E3 C/M P2;E3;PII_CNV_AUXMEC_C/M_AACON_VENTILAC;116352;;OPERACION;0131_GE
4228725;MOTOBOMBA 1 HIDRAULICO V/AU2TR_EPM-GE-136;1;TR_CNV_U2_TURB_AUX;3602;;OPERACION;0131_GE
4592912;COJINETE TURBINA 1 U3 RF EPM-GE-9852;CT1;RF_CNV_U3_TURB_AUX;285044;25/06/2007;OPERACION;0131_GE
4230182;ALUMBRADO TAT5 G/CABLE UMAS P3_EPM-GE-2512;TAT5;PIII_CNV_AUXELEC-C/M_ SAUX480AC;765955;;OPERACION;0131_GE
4230926;TABLERO DE DISTRIBUCION;SAM1.1;G3_CNV_AUXELEC_C/M;263603;;OPERACION;0131_GE
4588775;EDIFICIO;CASA MAQUINAS;CA_CNV_OBRAS;285665;25/06/2007;OPERACION;0131_GE
4592893;ROTOR GENERADOR U2 RF EPM-GE-9833;;RF_CNV_U2_GEN;285095;25/06/2007;OPERACION;0131_GE
4598957;TANQUE COAGULACION GSI SISTEMA AGUAS RESIDUALES CONTENIDO GE-4705;COAGULACION;SI_CNV_AUXMEC_GAS_TTO_RESID;129717;27/08/2000;OPERACION;0131_GE
4598953;TANQUE NEUTRALIZACION GSI SISTEMA AGUAS RESIDUALES CONTENIDO GE-4701;NEUTRALIZACION;SI_CNV_AUXMEC_GAS_TTO_RESID;129713;27/08/2000;OPERACION;0131_GE
4230796;CALEFACCION GENERADOR U6 G3_EPM-GE-695;;G3_CNV_U6_GEN;2720;;OPERACION;0131_GE
4593554;MOTOBOMBA 2 REGULADOR U1 PJ EPM-GE-8768;2 REG;PJ1_CNV_U1_TURB_AUX_REGVEL;4717;28/09/2000;OPERACION;0131_GE
4594915;SUICHE ESTATICO UPS2 C/M GT EPM-GE-6729;UPS 2;GT_CNV_AUXELEC-C/M_UPS;6481;27/05/2002;OPERACION;0131_GE
4230761;INTERCAMBIADOR 2 CGS U5 G3_EPM-GE-659;2 CGS;G3_CNV_U5_GEN_AUX;2399;;OPERACION;0131_GE
4594315;SERVOMOTOR DEFLECTOR U2 GT EPM-GE-6168;DEFLECTOR U2 GT;GT_CNV_U2_TURB;5737;23/01/2002;OPERACION;0131_GE
4228816;TRANSFORMADOR MEDIDA FR LINETR_EPM-GE-234;FR LINETR;TR_TRF;644083;;OPERACION;0131_GE
4594069;RED TELEFONICA CENTRAL PL EPM-GE-7389;;PL_CNV_CENTRO-CTRL_COMUN-VOZ;7146;;OPERACION;0131_GE
4229163;RADIADOR;3;PII_CNV_U3_GEN_RAD;116262;;OPERACION;0131_GE
4230512;ANILLOS ROZANTES ROTOR;;G3_CNV_U1_GEN;2481;;OPERACION;0131_GE
4230289;DISTRIBUCION TUPS-04 C/M P3_EPM-GE-2630;TUPS-04;PIII_TRF_AUXELEC-BT;260161;;OPERACION;0131_GE
4588833;TRANSFORMADOR 13.2/0214 C/V HE EPM-GE-9035;13.2/0214 C/V;HE_CND_C/V_AUXELEC;691830;11/11/2014;OPERACION;0131_GE
4598519;VALVULA BOMB CIRC MBV9074 U3 SISTEMA ENTRADA CAJA 2 U3  GE-4268;MBV9074;SI_CNV_U3_CIRC-ACOND_BOMB-ACIRC;122206;21/12/1998;OPERACION;0131_GE
4598601;VALVULA ALIVIO ECO MBV1102IP MARCA AUMA GE-4350;MBV1102IP ALIVIO ECO;SI_CNV_U3_REC-HRSG1_IP_ECON;122355;21/12/1998;OPERACION;0131_GE
4229548;CONTROL COMP DESCARGA1 TLVC1P3_EPM-GE-1856;TLVC1;PIII_ALM_EMB_VERT;475536;;OPERACION;0131_GE
4599106;VENTILADOR FC3 BAHIA2 U1 SISTEMA UNIDAD 1 MARCA GENERAL GE-4856;FC3;SI_CNV_U1_AGUA-ENFRI_BAHIA2;130643;18/08/2000;OPERACION;0131_GE
4230891;FRENO;;G3_CNV_AUXMEC_C/M_TELEFERICO;260441;1/07/2006;OPERACION;0131_GE
4593889;ROTOR GENERADOR U3 PL EPM-GE-7209;;PL_CNV_U3_GEN;6982;;OPERACION;0131_GE
4230929;SERVICIOS  AUX DC TACCP1;DC TACCP1;G3_CNV_AUXELEC_C/M;263608;;OPERACION;0131_GE
4592554;COMPRESOR SERV GRALES C/M R1 EPM-GE-20041;;RG1_CNV_AUXMEC-C/M_ACOMP_GRAL;313130;12/03/2008;OPERACION;0131_GE
4230612;SERVICIOS AUX DC SACC U2 G3_EPM-GE-506;SACC;G3_CNV_U2_CTRL;263593;11/04/2007;OPERACION;0131_GE
4229309;SECCIONADOR AUX C/M BARRA 2 P2;2;PII_CNV_AUXELEC_C/M;116420;;OPERACION;0131_GE
4840807;ESTACION COMUNICACIONES 1 G4;;G4_CNV_CENTRO-CTRL_SCADA;376344;;PLANEADO;0131_GE
6600804;MEDIDOR DE TEMPERATURA;FASE T;GT_TRF_BCO4_TRAFOS;;;OPERACION;0131_GE
4229974;MOTOBOMBA 2 REFRIG ATRU U1 P3_EPM-GE-2295;2 ATRU;PIII_CNV_U1_GEN_AUX_REFRI_BOMB_ATRU;300588;;OPERACION;0131_GE
4598837;MOTOBOMBA OSMOSIS LP RO 1-1 MARCA SISTEMA OSMOSIS INVERSA P-006A GE-4587;LP_P-006A;SI_CNV_AUXMEC_VAP_NOX_OSM;634381;28/04/2013;OPERACION;0131_GE
4594307;REGULADOR TENSION U2 GT EPM-GE-6160;;GT_CNV_U2_GEN_AUX_EXCIT;6071;16/09/1993;OPERACION;0131_GE
4593796;RELE DE PROTECCION;PP6;PL_CNV_U1_CTRL_PROTEC_K01+R02;;;FUERA DE OP;0131_GE
4230388;TRANSFORMADOR DE CORRIENTE, 1F;FS BCO5G3;G3_TRF_BCO_TRAFOS_U5;644157;;OPERACION;0131_GE
4230911;CABINA CARRO MALACATE G3_EPM-GE-813;;G3_CNV_AUXMEC_C/M_MALACATE;645142;;OPERACION;0131_GE
4228648;RADIADOR;4;TR_CNV_U1_GEN_RAD;3685;;OPERACION;0131_GE
4228649;RADIADOR;5;TR_CNV_U1_GEN_RAD;3686;;OPERACION;0131_GE
4228703;RADIADOR;5;TR_CNV_U2_GEN_RAD;3692;;OPERACION;0131_GE
4599313;CONTADOR FRONTERA RPLD U2 LECTURA ACTIVA RESPALDO  GE-5063;RPLD;SI_CNV_U2_INSTRUMENTACION;805599;;OPERACION;0131_GE
4599312;CONTADOR FRONTERA PPAL U2 LECTURA ACTIVA PRINCIPAL  GE-5062;PPAL;SI_CNV_U2_INSTRUMENTACION;805598;;OPERACION;0131_GE
4592680;CONTROLADOR L2C +W21 U1 S2 EPM-GE-10232;L2C +W21;S2_CNV_U1_CTRL;381195;12/01/2010;OPERACION;0131_GE
6606441;REGULADOR TENSION UNIDAD 3 PLAYAS;;PL_CNV_U3_GEN_AUX_EXCIT;848044;;OPERACION;0131_GE
4594991;DISTRIBUCION UPS + PB.1 S/E GT EPM-GE-6801;#¿NOMBRE?;GT_TRF_AUXELEC_UPS;5822;25/10/2000;OPERACION;0131_GE
4230279;CARGADOR BATERIAS 1 NK52 P3_EPM-GE-2618;1 NK52;PIII_TRF_S/E-500KV_AUXELEC-BT;468596;;OPERACION;0131_GE
4229182;TUBERIA CIRCULACION CGS U3 P2;;PII_CNV_U3_GEN_AUX_CIRC-ACEI_CGS;116281;;OPERACION;0131_GE
4840782;PROCESADOR COMUNICACIONES P3;;PIII_CNV_CENTRO-CTRL_SCADA;260178;;PLANEADO;0131_GE
4598522;INTERRPTOR 4.16KV 52T1 SISTEMA CELDAS 4.16KV  GE-4619;52T1;SI_CNV_U3_CIRC-ACOND_CELDAS-4.16KV;645048;10/07/2013;OPERACION;0131_GE
4592642;PTS MEDIDA TRAFO 500KVA +R7 R1 EPM-GE-20129;#¡NULO!;RG1_TRF_CELDAS;500557;13/12/2011;OPERACION;0131_GE
4229937;TERMOMETRO 6 CGT U3 P3_EPM-GE-2256;6;PIII_CNV_U3_CTRL_INST;468161;;OPERACION;0131_GE
2976777;TABLERO DE CONTROL;;TS_CND_CAPT_AUXELEC;2861;1/07/1993;OPERACION;0131_GE
2977044;MOTOBOMBA,DE TORNILLOS;2_CGT;TS_CNV_U2_TURB_AUX_CIRC-ACEI;2945;;OPERACION;0131_GE
2977149;TABLERO DE CONTROL;TURBINA;TS_CNV_U3_CTRL;3070;;OPERACION;0131_GE
2977198;TABLERO DE MEDIDA;ALARMAS_DISPAROS;TS_CNV_CENTRO-CTRL;3085;1/07/1993;OPERACION;0131_GE
2977258;MOTOBOMBA, 1.8 KW;2;TS_CNV_AUXMEC-C/M;2959;;OPERACION;0131_GE
2977370;MOTOBOMBA, AGUA FRIA, SUMERGIBLE, 5.57 KW;2;TS_ALM_EMB_AUXMEC_OXIG;2949;1/07/1993;OPERACION;0131_GE
4228726;VALVULA ALIVIO U2 TR_EPM-GE-137;;TR_CNV_U2_TURB_AUX;3669;;OPERACION;0131_GE
4228741;MEDIDOR DE ENERGIA;2;TR_CNV_U2_CTRL_INST;305258;;OPERACION;0131_GE
4228798;ESTACION OPERACION C/M TR_EPM-GE-211;;TR_CNV_CEN_CTRL;140810;29/12/2007;OPERACION;0131_GE
4229326;TABLERO DE DISTRIBUCION;;PII_CNV_AUXELEC_C/M_UPS_U3;116441;;OPERACION;0131_GE
4229426;CABLE DE POTENCIA AISLADO;2;PII_TRF;116511;9/04/2001;OPERACION;0131_GE
4229735;BANCO TIRISTORES EG1 U2 P3_EPM-GE-2049;EG1;PIII_CNV_U2_GEN_AUX_EXCIT;475952;;OPERACION;0131_GE
4230047;TERMOMETRO H1 FASE R BCO2 P3_EPM-GE-2370;H1;PIII_CNV_U1_CTRL_INST;492653;;OPERACION;0131_GE
4230148;CONMUTADOR TELEFONICO ZON C P3_EPM-GE-2474;;PIII_CNV_CENTRO-CTRL_SCADA_COMUNIC;789904;;OPERACION;0131_GE
4230164;SECCIONADOR S1 BAJO CARGA P3_EPM-GE-2494;S1;PIII_CNV_AUXELEC_C/M_CELDAS 13.2;468625;;OPERACION;0131_GE
4230192;CARGADOR BATERIAS CB125-01 P3_EPM-GE-2522;CB125-01;PIII_CNV_AUXELEC-C/M_ SAUX125DC;260155;1/07/2011;OPERACION;0131_GE
4230280;CARGADOR BATERIAS 2 NK52 P3_EPM-GE-2619;2 NK52;PIII_TRF_S/E-500KV_AUXELEC-BT;468598;;OPERACION;0131_GE
4230307;TERMOMETRO Y1 FASE T BCO2 P3_EPM-GE-2649;Y1;PIII_TRF_INSTRUM;454535;;OPERACION;0131_GE
4230473;COMPUERTA DESCARGA 1;1 DESCARGA;G3_ALM_BOCAT_VERTIM;2337;1/07/1962;OPERACION;0131_GE
4230599;INYECTOR TURBINA;2;G3_CNV_U2_TURB_INYEC;2447;;OPERACION;0131_GE
4230879;VALVULA MOTORIZADA U5 G3_EPM-GE-778;U5;G3_CNV_AUXMEC_C/M_REFRIG_BOMBE_ATRA;263637;;OPERACION;0131_GE
4233193;RADIADOR;2;G4_CNV_U3_GEN_RAD;3484;;BAJSIMPLE;0131_GE
4233204;SECCIONADOR MAQUINA U3 G4_EPM-GE-1047;;G4_CNV_U3_GEN_AUX;3524;;OPERACION;0131_GE
4233292;CELDA HA16 13.2 TRAFO4 1MVA G4_EPM-GE-1142;HA16;G4_CNV_AUXELEC_C/M_CELDAS;5292;;OPERACION;0131_GE
4233316;ESTACION OPERACION G4_EPM-GE-1169;;G4_CNV_CENTRO-CTRL_SCADA;376342;;OPERACION;0131_GE
4588736;ANCLAJES Y SILLETAS TUB PRE CA EPM-GE-10212;;CA_CND_TUBERIA-PRESION;393174;25/06/2007;OPERACION;0131_GE
4588761;COJINETE TURBINA 1 U2 CA EPM-GE-10237;1;CA_CNV_U2_TURB;285635;25/06/2007;OPERACION;0131_GE
4588787;TRANSFORMADOR DE POTENCIA, 2.000,0 KVA, 1F;U2;CA_TRF;285653;25/06/2007;OPERACION;0131_GE
4588801;ESTRUCTURA DESCARGA FONDO HE EPM-GE-9002;;HE_ALM_OBRAS;239001;30/10/2004;OPERACION;0131_GE
4588812;TUBERIA PRESION HE EPM-GE-9013;;HE_CND_TUBERIA-PRESION;155724;30/10/2004;OPERACION;0131_GE
4589090;DISTRIBUCION PPAL 480 V C/M VU EPM-GE-9413;PPAL 480 V;VU_CNV_AUXELEC-C/M_AUX-480VAC;200125;26/10/2005;OPERACION;0131_GE
4589144;INYECTOR 5 TURBINA U1 NQ EPM-GE-8041;5;NQ_CNV_U1_TURB_INYEC;4308;4/03/2002;OPERACION;0131_GE
4589173;AGITADOR ALUMBRE C/M NQ EPM-GE-8070;;NQ_CNV_AUXMEC-C/M_CIRC_ATRU;4273;27/05/2002;OPERACION;0131_GE
4592654;REGULADOR TENSION RTX400 U1 S2 EPM-GE-10205;RTX400;S2_CNV_U1_GEN_AUX_EXCIT;652531;26/11/2013;OPERACION;0131_GE
4592742;EDIFICIO;CASA VALVULAS;S1_CND_OBRAS;285109;25/06/2007;OPERACION;0131_GE
4592775;RELE SINCRONISMO S1 EPM-GE-10051;U1-U2;S1_CNV_U1_CTRL_PROTEC;627062;18/10/2012;OPERACION;0131_GE
4592870;REJAS COLADERAS CANAL RF EPM-GE-9810;;RF_CND_CAPT_AUXMEC;285007;25/06/2007;OPERACION;0131_GE
4592889;ESTACION HIDRAULICA U1 RF EPM-GE-9829;;RF_CNV_U1_TURB_AUX_REGVEL;285046;25/06/2007;OPERACION;0131_GE
4592965;AIRE ACONDICIONADO T/FZA A1 JP EPM-GE-10324;T/FZA A1;JP_CNV_AEROG1_GOND;226676;8/01/2013;OPERACION;0131_GE
4593111;CABLE AISLADO SALIDA ESTA A5JP EPM-GE-10479;;JP_CNV_AEROG5_GOND;227013;27/04/2004;OPERACION;0131_GE
4593196;MOTOBOMBA REFR ACEITE 1 A8 JP EPM-GE-10570;1;JP_CNV_AEROG8_GOND_REFRI_ACEI;226849;8/01/2013;OPERACION;0131_GE
4593231;VENTILADOR REFRIG ACEITE A9 JP EPM-GE-10607;;JP_CNV_AEROG9_GOND_REFRI_ACEI;226895;8/01/2013;OPERACION;0131_GE
4593252;TABLERO FUERZA A10 JP EPM-GE-10629;FUERZA;JP_CNV_AEROG10_GOND;226640;27/04/2004;OPERACION;0131_GE
4593517;TRANSFORMADOR SERV AUX C/M PJ EPM-GE-8731;;PJ1_CNV_AUXELEC-C/M_ SAUX480VAC;124078;21/08/1994;OPERACION;0131_GE
4593590;PATIO SUBESTACION PJ EPM-GE-8804;;PJ1_CNV_OBRAS;124069;21/08/1994;OPERACION;0131_GE
4593627;VOLANTE INERCIA U1 PJ2 EPM-GE-8850;;PJ2_CNV_U1_GEN;4858;27/05/2002;OPERACION;0131_GE
4593631;INTERCAMBIADOR LUB FORZADA PJ2 EPM-GE-8854;;PJ2_CNV_U1_GEN_AUX_LUB-FORZ;4812;24/02/2002;OPERACION;0131_GE
4593777;TERMOMETRO 1 FASE S U1 PL EPM-GE-7097;1 FASE S;;632724;;OPERACION;0131_GE
4593812;BARRAJE SALIDA ESTATOR U2 PL EPM-GE-7132;;PL_CNV_U2_GEN_AUX;6774;;FUERA DE OP;0131_GE
4593992;UPS 2 ESENCIALES CONTR UNID PL EPM-GE-7312;2 ESENCIALES;PL_CNV_AUXELEC-C/M_UPS;632747;;OPERACION;0131_GE
4594195;ESTACION HIDRAULICA TORRE 2 GT EPM-GE-6048;TORRE 2;GT_CND_CAPT_AUXMEC;5833;14/01/2001;OPERACION;0131_GE
4594214;VALVULA 3 CONDUCCION CLARA GT EPM-GE-6067;3;GT_CNV_LA-CLARA_BOMBEO;6224;28/11/2001;OPERACION;0131_GE
4594216;VALVULA 5 CONDUCCION CLARA GT EPM-GE-6069;5;GT_CNV_LA-CLARA_BOMBEO;6226;28/11/2001;OPERACION;0131_GE
4594237;COMPUTADOR LA CLARA E/M GT EPM-GE-6090;;GT_CNV_LA-CLARA_CONTROL;5806;29/01/2002;OPERACION;0131_GE
4594364;REGULADOR TENSION U3 GT EPM-GE-6217;;GT_CNV_U3_GEN_AUX_EXCIT;6074;16/09/1993;OPERACION;0131_GE
4594566;CARACOL TURBINA U6 GT EPM-GE-6419;;GT_CNV_U6_TURB;6452;20/03/2002;OPERACION;0131_GE
4594689;INYECTOR 4 TURBINA U8 GT EPM-GE-6542;4;GT_CNV_U8_TURB_INYEC;6036;4/03/2002;OPERACION;0131_GE
4594730;INTERRUPTOR DISIPADORA C/M GT EPM-GE-6583;DISIPADORA;GT_CNV_U9_AUXELEC;6386;12/03/2002;OPERACION;0131_GE
4594773;DUCTOS ETAPA 2 C/M GT EPM-GE-6627;ETAPA 2;GT_CNV_AUXMEC_C/M_AACON;5873;21/03/2002;OPERACION;0131_GE
4594894;ALUMBRADO TUNEL ACCESO C/M GT EPM-GE-6705;;GT_ACTIVOS-BAJA;5714;3/12/2001;FUERA DE OP;0131_GE
4594908;INTERRUPTOR PORTAL RESP C/M GT EPM-GE-6722;PORTAL RESP;GT_CNV_AUXELEC-C/M_CELDAS;6381;12/03/2002;OPERACION;0131_GE
4594910;INTERRUPTOR SA SB4 TSA3 C/M GT EPM-GE-6724;SA SB4 TSA3;GT_CNV_AUXELEC-C/M_CELDAS;6383;12/03/2002;OPERACION;0131_GE
4594912;UPS 1 ESENCIALES C/M GT EPM-GE-6726;1;GT_CNV_AUXELEC-C/M_UPS;6202;10/12/2001;OPERACION;0131_GE
4595109;INTERCAMBIADOR 2RESER TRAFO GT EPM-GE-6919;2 RESERVA TRAFO;GT_ACTIVOS-BAJA;5901;24/02/2002;OPERACION;0131_GE
4595138;TERMOMETRO H1 FASE T BCO 1 GT EPM-GE-6948;H1 FASE T BCO 1;GT_TRF_BCO1_TRAFOS;518651;15/05/2012;OPERACION;0131_GE
4595141;TERMOMETRO H1 FASE T;;G3_TRF_INSTRUM;518654;15/05/2012;OPERACION;0131_GE
4595142;TERMOMETRO H1 FASE R;;G3_TRF_INSTRUM;518655;15/05/2012;OPERACION;0131_GE
4595157;CABLE AISLADO CIRCUITO BCO3 GT EPM-GE-6967;BCO 3;GT_TRF_CABLES-POTENCIA;761808;29/02/2016;OPERACION;0131_GE
